method,W,p_value,normal
PCA_5_Spectral_n_clusters8_affinitynearest_neighbors_random_state42,0.9696058550954836,0.22305410554395386,True
PCA_5_GMM_n_components9_covariance_typefull_random_state42,0.9912946717130657,0.9715801030444948,True
PCA_5_Agglomerative_n_clusters9_linkageward,0.9465805769631263,0.02473247854026948,False
PCA_5_KMeans_n_clusters9_n_init10_random_state42,0.9780013065145235,0.4710979659254742,True
PCA_5_Spectral_n_clusters9_affinitynearest_neighbors_random_state42,0.9553026224031101,0.056551353622687664,True
PCA_5_GMM_n_components10_covariance_typefull_random_state42,0.9821461284916965,0.6453154907697952,True
PCA_5_Agglomerative_n_clusters10_linkageward,0.9536222627302454,0.048145789924116354,False
PCA_5_KMeans_n_clusters10_n_init10_random_state42,0.9739523651339855,0.3325781577685404,True
PCA_5_Spectral_n_clusters10_affinitynearest_neighbors_random_state42,0.9852395810353278,0.7818575033212898,True
PCA_6_DBSCAN_eps0.1_min_samples5,0.8884918579201535,0.00020464918423836106,False
PCA_6_DBSCAN_eps0.2_min_samples5,0.9529043225678522,0.04495572553105812,False
PCA_6_DBSCAN_eps0.30000000000000004_min_samples5,0.9469618134006713,0.02563054835362997,False
PCA_6_DBSCAN_eps0.4_min_samples5,0.9750466482986682,0.36644822360020207,True
PCA_6_DBSCAN_eps0.5_min_samples5,0.9612476068552461,0.1002679945057501,True
PCA_6_DBSCAN_eps0.6000000000000001_min_samples5,0.9293205187244242,0.0052086931245692,False
PCA_6_DBSCAN_eps0.7000000000000001_min_samples5,0.9487055829333307,0.03019105001208455,False
PCA_6_DBSCAN_eps0.8_min_samples5,0.9497056520248198,0.033178581413062944,False
PCA_6_DBSCAN_eps0.9_min_samples5,0.9736192171119389,0.32279096187388046,True
PCA_6_DBSCAN_eps1.0_min_samples5,0.9651357015826921,0.14581680684364268,True
PCA_6_GMM_n_components2_covariance_typefull_random_state42,0.9895012145350808,0.9338440215764646,True
PCA_6_Agglomerative_n_clusters2_linkageward,0.9797727649538941,0.5424194066980851,True
PCA_6_KMeans_n_clusters2_n_init10_random_state42,0.9781993729133799,0.47877754267758316,True
PCA_6_Spectral_n_clusters2_affinitynearest_neighbors_random_state42,0.7747869636947917,2.4124779928753357e-07,False
